Order_ID,Fecha,Categoria,Producto,Codigo_Producto,Canal,Region,Precio_Unitario,Costo_Unitario,Descuento,Cantidad,Ventas,Cliente_ID
69504,2024-03-11,Tecnología,Laptop Dell,163,Mayorista,Este,129.26,266.53,0.05,3,387.77,4509
87983,2023-02-22,Oficina,Papel A4,549,Tienda Física,Este,7.34,38.28,0.0,1,7.34,3831
71717,2022-12-15,Oficina,Bolígrafos,286,Online,Oeste,36.77,89.86,0.0,3,110.32,8786
69181,2024-04-28,Tecnología,Laptop Dell,603,Distribuidor,Oeste,427.83,426.45,0.2,4,1711.31,8255
74225,2022-08-07,Tecnología,Webcam HD,950,Tienda Física,Este,1758.5,901.74,0.1,3,5275.51,nan
95623,2022-09-09,Tecnología,Laptop Dell,590,Online,Este,211.66,703.42,0.15,3,634.99,4714
65626,2023-01-27,Muebles,Estantería,314,Tienda Física,Sur,171.41,660.63,0.2,4,685.63,3131
84230,2023-06-04,Tecnología,Laptop Dell,997,Tienda Física,Oeste,336.44,637.58,0.2,2,672.88,8233
23866,2024-01-12,Muebles,Archivador Metálico,361,Distribuidor,Oeste,82.51,245.0,0.15,1,82.51,4138
91036,2024-05-12,Tecnología,Laptop Dell,463,Tienda Física,Centro,735.61,724.51,0.0,2,1471.22,4056
95698,2024-07-20,Oficina,Papel A4,360,Mayorista,Oeste,66.88,27.89,0.15,3,200.65,5797
67114,2022-01-22,Oficina,Carpetas,786,Distribuidor,Centro,12.37,30.73,0.1,5,61.83,4764
59855,2022-07-12,Muebles,Mesa Reuniones,487,Distribuidor,Este,416.78,543.91,0.1,4,1667.14,4172
46543,2024-05-04,Muebles,Escritorio Ejecutivo,979,Distribuidor,Norte,211.28,378.45,0.15,4,845.12,1278
87410,2022-11-17,Muebles,Archivador Metálico,577,Distribuidor,Este,344.12,601.59,0.0,1,344.12,1083
38948,2023-05-08,Oficina,Papel A4,413,Online,Oeste,3.73,6.26,0.2,2,7.46,4076
75288,2023-02-22,Muebles,Mesa Reuniones,870,Distribuidor,Este,117.6,537.85,0.2,4,470.41,2533
62333,2024-04-27,Muebles,Mesa Reuniones,461,Online,Norte,266.29,489.78,0.2,4,1065.14,2062
32644,2023-05-02,Oficina,Calculadora,199,Distribuidor,Oeste,40.23,39.78,0.2,1,40.23,5954
27301,2023-07-25,Tecnología,Monitor LG,438,Online,Este,348.72,630.04,0.1,5,1743.6,5396
51042,2022-12-04,Tecnología,Webcam HD,992,Online,Sur,217.96,758.32,0.2,4,871.82,3170
68053,2023-06-25,Muebles,Mesa Reuniones,658,Tienda Física,Centro,714.02,684.65,0.1,1,714.02,5520
61849,2023-04-18,Tecnología,Teclado Mecánico,847,Mayorista,Sur,827.26,852.54,0.2,2,1654.51,4436
86162,2023-03-13,Oficina,Papel A4,674,Online,Este,21.44,21.98,0.1,1,21.44,8008
66754,2023-04-01,Muebles,Archivador Metálico,732,Online,Norte,217.5,238.63,0.1,2,434.99,nan
11662,2022-06-22,Oficina,Calculadora,635,Online,Norte,52.23,82.57,0.1,4,208.91,1059
41268,2022-02-28,Oficina,Carpetas,141,Distribuidor,Oeste,41.55,72.35,0.2,1,41.55,3218
56003,2023-09-21,Oficina,Bolígrafos,986,Mayorista,Centro,105.59,65.74,0.2,3,316.77,2942
28493,2023-06-19,Muebles,Estantería,715,Online,Sur,257.83,446.58,0.1,4,1031.34,7693
34193,2024-02-29,Muebles,Mesa Reuniones,628,Tienda Física,Este,83.67,306.45,0.2,4,334.69,8327
27616,2022-12-03,Tecnología,Webcam HD,313,Distribuidor,Oeste,183.0,374.2,0.1,5,914.99,nan
82473,2024-12-26,Tecnología,Monitor LG,879,Distribuidor,Este,207.86,532.36,0.15,4,831.43,3927
83416,2023-11-26,Muebles,Archivador Metálico,243,Online,Este,140.62,308.9,0.2,4,562.46,5336
40884,2024-01-12,Oficina,Carpetas,745,Mayorista,Norte,7.9,28.16,0.0,3,23.71,8049
65784,2023-11-30,Muebles,Estantería,482,Tienda Física,Sur,129.74,505.7,0.1,4,518.98,8125
91859,2023-07-06,Muebles,Silla Ergonómica,749,Tienda Física,Sur,253.27,275.86,0.1,2,506.54,8125
54227,2024-08-21,Tecnología,Mouse Logitech,780,Online,Este,292.08,755.29,0.15,5,1460.4,8625
66460,2022-05-17,Tecnología,Teclado Mecánico,915,Mayorista,Norte,527.44,746.96,0.15,4,2109.76,5623
92318,2023-01-11,Muebles,Estantería,960,Online,Centro,102.64,284.38,0.2,2,205.27,3823
32378,2023-04-10,Oficina,Bolígrafos,254,Tienda Física,Norte,14.55,35.42,0.15,1,-14.55,9136
47101,2022-01-17,Oficina,Carpetas,645,Online,Centro,16.11,75.22,0.05,2,32.22,5070
87772,2023-08-15,Oficina,Calculadora,915,Mayorista,Oeste,5.7,19.45,0.0,2,11.41,6749
75414,2023-09-24,Tecnología,Mouse Logitech,178,Tienda Física,Sur,340.5,644.14,0.2,3,1021.49,5928
32555,2024-03-04,Muebles,Estantería,505,Tienda Física,Sur,274.21,627.39,0.15,4,1096.84,8964
87147,2022-02-20,Oficina,Carpetas,578,Mayorista,Norte,29.52,34.27,0.05,4,118.09,5928
39059,2023-04-22,Oficina,Carpetas,146,Tienda Física,Centro,107.68,91.95,0.05,3,323.04,8306
92513,2024-02-01,Muebles,Silla Ergonómica,148,Tienda Física,Oeste,518.73,608.13,0.1,5,2593.66,6850
75929,2024-01-05,Muebles,Escritorio Ejecutivo,627,Tienda Física,Norte,319.0,671.64,0.1,2,637.99,2773
83469,2024-12-01,Muebles,Estantería,337,Distribuidor,Sur,151.23,413.88,0.15,3,453.7,9290
48205,2023-08-26,Muebles,Silla Ergonómica,689,Tienda Física,Este,206.19,309.28,0.0,2,412.38,6182
80602,2024-08-20,Tecnología,Webcam HD,267,Distribuidor,Centro,682.44,927.83,0.15,2,1364.87,2225
96597,2022-02-25,Muebles,Mesa Reuniones,885,Tienda Física,Sur,280.25,353.37,0.0,1,280.25,7317
63312,2023-08-11,Tecnología,Laptop Dell,441,Mayorista,Centro,400.03,539.74,0.15,3,1200.1,4531
85679,2022-03-25,Oficina,Carpetas,792,Distribuidor,Centro,32.32,57.59,0.05,4,129.27,8055
37064,2023-09-13,Tecnología,Laptop Dell,618,Distribuidor,Este,346.1,485.79,0.15,3,1038.3,2403
78716,2024-03-01,Oficina,Bolígrafos,885,Online,Centro,53.62,77.79,0.1,2,107.25,2604
10961,2022-06-29,Muebles,Mesa Reuniones,678,Distribuidor,Norte,237.22,770.42,0.0,2,474.45,5299
32329,2024-01-15,Muebles,Silla Ergonómica,346,Online,Sur,169.3,675.16,0.05,4,677.21,8008
95280,2024-01-17,Tecnología,Teclado Mecánico,555,Mayorista,Norte,85.02,362.5,0.0,1,85.02,4893
73281,2023-10-19,Muebles,Estantería,976,Distribuidor,Este,210.94,732.94,0.15,2,421.89,9507
72684,2023-12-04,Tecnología,Teclado Mecánico,271,Online,Centro,144.99,554.09,0.2,3,434.98,5954
95627,2022-04-27,Muebles,Silla Ergonómica,993,Online,Oeste,301.17,578.23,0.1,5,1505.84,7502
98664,2022-06-03,Oficina,Carpetas,398,Online,Oeste,44.92,36.04,0.05,5,224.61,6377
80808,2022-05-29,Muebles,Escritorio Ejecutivo,322,Distribuidor,Este,323.58,317.83,0.1,4,1294.31,6546
89320,2024-05-03,Muebles,Mesa Reuniones,732,Distribuidor,Centro,400.7,437.16,0.15,2,801.41,8109
73465,2024-04-05,Muebles,Archivador Metálico,164,Mayorista,Este,117.24,227.86,0.15,2,234.49,7137
97549,2024-02-20,Tecnología,Webcam HD,347,Distribuidor,Sur,46.57,152.34,0.15,3,139.72,3360
64277,2022-03-17,Tecnología,Monitor LG,637,Tienda Física,Sur,223.07,804.47,0.0,5,1115.33,2611
82795,2023-03-11,Oficina,Carpetas,416,Mayorista,Norte,16.1,20.8,0.2,2,32.21,9103
19652,2022-10-30,Oficina,Calculadora,364,Mayorista,Centro,30.94,86.18,0.1,3,92.82,nan
77999,2024-03-23,Muebles,Estantería,418,Online,Oeste,413.82,777.15,0.1,2,827.63,4172
72685,2023-09-28,Muebles,Escritorio Ejecutivo,158,Mayorista,Este,82.66,213.82,0.15,2,165.31,4076
54403,2022-02-19,Muebles,Silla Ergonómica,564,Tienda Física,Norte,572.54,300.56,0.05,2,1145.08,4172
55728,2022-09-19,Tecnología,Webcam HD,160,Mayorista,Norte,231.06,636.32,0.2,5,1155.29,3754
76055,2024-03-12,Oficina,Bolígrafos,667,Online,Este,6.33,17.47,0.1,3,19.0,2604
26984,2023-03-21,Oficina,Grapadora,499,Mayorista,Sur,34.48,69.94,0.2,4,137.92,1618
79772,2022-04-29,Muebles,Mesa Reuniones,402,Mayorista,Oeste,416.38,615.41,0.0,4,1665.54,8049
92414,2022-03-19,Muebles,Mesa Reuniones,962,Mayorista,Sur,389.5,562.37,0.0,3,1168.5,9537
19592,2023-08-11,Oficina,Bolígrafos,638,Distribuidor,Oeste,49.08,64.64,0.0,1,-49.08,7664
45975,2023-07-05,Tecnología,Webcam HD,573,Tienda Física,Centro,339.14,351.95,0.15,4,1356.55,2097
94611,2024-05-09,Muebles,Silla Ergonómica,918,Online,Sur,911.55,729.2,0.1,1,911.55,8009
64975,2022-03-09,Muebles,Estantería,525,Distribuidor,Norte,260.84,423.24,0.2,3,782.53,9854
76370,2023-03-25,Oficina,Papel A4,423,Distribuidor,Centro,108.31,60.77,0.2,5,541.54,5611
98607,2023-11-26,Tecnología,Teclado Mecánico,968,Distribuidor,Centro,110.76,259.32,0.05,2,221.51,4927
69615,2024-11-12,Muebles,Estantería,564,Online,Este,202.53,305.56,0.2,3,607.59,4489
36666,2024-05-07,Muebles,Silla Ergonómica,136,Online,Centro,382.24,600.51,0.0,3,1146.73,8215
99084,2024-08-29,Muebles,Archivador Metálico,315,Distribuidor,Norte,359.42,538.67,0.0,2,718.84,7080
20300,2023-09-07,Tecnología,Webcam HD,773,Tienda Física,Este,62.45,194.9,0.0,5,312.23,9070
77981,2022-03-04,Oficina,Grapadora,119,Online,Sur,50.72,80.07,0.0,2,101.43,5999
92035,2023-07-17,Tecnología,Laptop Dell,234,Online,Oeste,223.06,503.81,0.1,2,446.11,7326
75990,2023-10-04,Muebles,Escritorio Ejecutivo,831,Tienda Física,Centro,188.61,382.34,0.15,5,943.05,3218
56714,2023-04-04,Muebles,Estantería,682,Online,Centro,255.58,557.23,0.0,4,1022.31,2145
55462,2022-11-05,Tecnología,Mouse Logitech,824,Online,Norte,127.64,576.91,0.2,4,510.56,5873
31444,2023-03-10,Muebles,Escritorio Ejecutivo,725,Mayorista,Oeste,276.76,716.77,0.0,5,1383.79,9657
52964,2022-07-15,Tecnología,Monitor LG,374,Online,Oeste,293.71,535.55,0.2,2,587.43,9197
83320,2022-06-07,Muebles,Silla Ergonómica,208,Distribuidor,Sur,116.36,199.7,0.15,2,232.71,5542
63329,2023-02-12,Oficina,Grapadora,754,Online,Oeste,6.46,17.75,0.0,2,12.92,5204
63582,2022-02-07,Muebles,Estantería,661,Tienda Física,Sur,135.87,420.62,0.0,3,407.62,5917
55327,2023-01-05,Tecnología,Monitor LG,564,Mayorista,Centro,311.36,513.23,0.1,2,622.72,6099
76901,2024-07-28,Tecnología,Webcam HD,316,Distribuidor,Sur,356.02,500.35,0.15,2,712.03,3458
84338,2023-11-19,Tecnología,Laptop Dell,244,Mayorista,Norte,380.84,557.53,0.0,2,761.68,2515
30675,2024-03-11,Oficina,Carpetas,575,Mayorista,Oeste,33.77,68.55,0.15,5,-168.83,2515
15991,2024-12-27,Oficina,Papel A4,252,Tienda Física,Centro,12.78,16.97,0.15,3,38.35,2956
55574,2022-05-11,Tecnología,Monitor LG,633,Online,Centro,1374.56,676.61,0.1,4,5498.24,5623
96517,2022-10-20,Tecnología,Mouse Logitech,674,Mayorista,Sur,122.32,519.04,0.15,4,489.29,3906
76637,2022-11-07,Muebles,Estantería,221,Distribuidor,Este,158.92,518.67,0.2,5,794.62,8557
19712,2024-05-15,Oficina,Carpetas,977,Mayorista,Este,8.26,20.11,0.0,4,33.02,9387
10172,2022-06-14,Muebles,Silla Ergonómica,787,Distribuidor,Norte,271.05,556.9,0.1,1,271.05,6546
78100,2023-12-17,Oficina,Grapadora,417,Mayorista,Este,14.01,26.39,0.1,2,28.02,3207
49896,2022-02-16,Muebles,Escritorio Ejecutivo,531,Tienda Física,Norte,367.4,789.64,0.0,2,734.79,8215
83133,2022-07-03,Muebles,Silla Ergonómica,537,Distribuidor,Norte,870.63,609.35,0.1,4,3482.51,1059
22659,2023-01-31,Tecnología,Teclado Mecánico,614,Tienda Física,Sur,235.29,974.66,0.1,1,235.29,9959
79545,2023-08-24,Oficina,Carpetas,516,Tienda Física,Norte,10.68,16.35,0.1,5,53.42,1199
63922,2024-01-22,Muebles,Archivador Metálico,416,Tienda Física,Centro,255.44,559.15,0.2,4,1021.78,2515
89664,2024-06-24,Muebles,Mesa Reuniones,128,Tienda Física,Norte,223.2,520.08,0.05,4,892.8,4172
46216,2023-10-10,Muebles,Mesa Reuniones,247,Mayorista,Norte,209.53,517.25,0.15,3,628.6,9527
34073,2022-02-16,Oficina,Papel A4,151,Distribuidor,Centro,35.29,75.04,0.1,3,105.88,6187
78020,2023-01-10,Tecnología,Mouse Logitech,754,Online,Sur,129.31,298.49,0.15,1,129.31,1653
87587,2024-01-05,Tecnología,Mouse Logitech,877,Mayorista,Este,254.05,540.55,0.0,1,254.05,8255
29803,2023-05-11,Muebles,Archivador Metálico,945,Distribuidor,Sur,253.14,397.08,0.0,4,1012.56,2604
44684,2024-10-14,Tecnología,Teclado Mecánico,996,Online,Sur,733.73,851.09,0.1,1,733.73,7012
71042,2022-03-12,Tecnología,Mouse Logitech,706,Online,Oeste,84.83,124.53,0.15,1,84.83,8445
47189,2024-06-11,Oficina,Papel A4,934,Mayorista,Centro,55.66,75.31,0.1,2,111.31,3580
68354,2023-06-01,Tecnología,Mouse Logitech,675,Tienda Física,Sur,259.28,455.57,0.1,2,518.56,2072
93136,2024-10-09,Oficina,Grapadora,154,Mayorista,Sur,19.38,63.99,0.15,3,58.14,3138
76565,2024-07-30,Oficina,Grapadora,150,Distribuidor,Oeste,8.38,15.16,0.0,1,8.38,4787
87618,2023-11-19,Tecnología,Laptop Dell,308,Mayorista,Este,162.41,211.25,0.0,2,324.82,5999
37359,2022-03-04,Muebles,Mesa Reuniones,535,Tienda Física,Este,149.53,214.95,0.0,3,448.58,8532
81645,2023-02-11,Oficina,Bolígrafos,877,Tienda Física,Norte,21.79,27.57,0.2,4,87.16,8964
99609,2023-04-20,Muebles,Mesa Reuniones,867,Mayorista,Centro,262.97,513.36,0.05,4,1051.89,1045
51410,2023-05-08,Tecnología,Monitor LG,372,Tienda Física,Centro,303.14,500.63,0.1,4,1212.58,8947
73471,2024-01-28,Oficina,Grapadora,325,Distribuidor,Norte,27.22,92.5,0.0,5,136.08,8201
20321,2024-05-02,Muebles,Mesa Reuniones,472,Online,Sur,767.74,534.8,0.15,4,3070.95,1484
85755,2022-12-20,Tecnología,Mouse Logitech,401,Mayorista,Oeste,198.71,378.18,0.0,5,993.53,4948
51916,2024-08-26,Muebles,Silla Ergonómica,150,Online,Oeste,385.67,709.34,0.05,2,771.34,8475
24251,2024-10-18,Muebles,Escritorio Ejecutivo,250,Mayorista,Oeste,213.8,225.45,0.1,3,641.4,6217
17042,2023-11-14,Muebles,Mesa Reuniones,389,Mayorista,Oeste,174.54,484.2,0.2,4,698.17,2148
65615,2023-12-21,Muebles,Archivador Metálico,757,Tienda Física,Centro,224.21,463.07,0.0,1,224.21,2421
25340,2023-08-31,Muebles,Silla Ergonómica,984,Mayorista,Centro,108.41,244.69,0.15,5,542.03,3533
26868,2024-11-19,Tecnología,Mouse Logitech,459,Tienda Física,Norte,131.25,237.08,0.2,5,656.24,9250
10943,2023-09-24,Muebles,Archivador Metálico,940,Online,Sur,144.86,229.01,0.2,4,579.45,6387
15650,2022-01-20,Oficina,Calculadora,479,Tienda Física,Oeste,20.81,67.09,0.1,1,20.81,8109
11213,2024-07-29,Muebles,Estantería,962,Tienda Física,Este,426.48,449.94,0.15,3,1279.45,9088
77622,2024-12-25,Muebles,Silla Ergonómica,169,Mayorista,Oeste,307.39,362.77,0.15,3,922.16,2815
25193,2024-09-27,Tecnología,Mouse Logitech,113,Distribuidor,Oeste,240.18,336.58,0.2,2,480.37,7912
16074,2022-04-15,Muebles,Archivador Metálico,627,Online,Sur,241.52,748.89,0.0,5,1207.59,9358
62791,2022-12-10,Oficina,Papel A4,588,Mayorista,Sur,8.32,17.51,0.0,5,41.61,1455
96175,2022-01-10,Tecnología,Mouse Logitech,335,Online,Sur,502.28,863.14,0.05,4,2009.13,3710
88286,2022-11-02,Tecnología,Laptop Dell,294,Tienda Física,Este,221.68,917.93,0.05,2,443.36,9250
52824,2023-08-13,Oficina,Calculadora,497,Tienda Física,Sur,24.09,14.65,0.2,1,24.09,2258
47817,2022-02-07,Tecnología,Mouse Logitech,374,Distribuidor,Oeste,250.41,861.19,0.15,2,500.82,8312
95220,2022-09-24,Oficina,Grapadora,808,Online,Centro,29.6,40.8,0.2,3,88.81,5611
64464,2024-09-27,Oficina,Carpetas,110,Online,Este,36.69,45.91,0.05,1,36.69,7137
19642,2022-02-13,Tecnología,Laptop Dell,702,Mayorista,Centro,64.46,135.63,0.2,4,257.83,2373
91769,2024-02-27,Oficina,Calculadora,604,Online,Este,16.88,59.97,0.15,5,84.38,5210
66252,2022-06-08,Tecnología,Mouse Logitech,967,Distribuidor,Este,340.53,679.11,0.0,1,340.53,7327
70549,2022-10-02,Tecnología,Mouse Logitech,360,Distribuidor,Oeste,353.19,868.37,0.1,4,1412.77,2604
47914,2024-04-03,Muebles,Silla Ergonómica,545,Online,Sur,373.04,516.64,0.15,2,746.09,7912
98439,2023-01-11,Muebles,Escritorio Ejecutivo,469,Tienda Física,Norte,127.3,376.76,0.1,4,509.19,5542
81834,2024-07-25,Tecnología,Teclado Mecánico,706,Mayorista,Este,291.7,448.58,0.15,3,875.11,4305
46001,2022-05-24,Muebles,Silla Ergonómica,440,Tienda Física,Centro,251.34,508.0,0.0,1,251.34,7843
98450,2023-09-01,Tecnología,Mouse Logitech,306,Mayorista,Sur,307.82,631.41,0.1,3,923.47,8049
35373,2024-04-15,Tecnología,Mouse Logitech,672,Tienda Física,Oeste,669.96,754.19,0.1,5,3349.81,6304
93902,2022-04-20,Oficina,Papel A4,747,Tienda Física,Sur,4.88,17.03,0.15,5,24.42,6749
57148,2022-01-21,Tecnología,Teclado Mecánico,966,Mayorista,Centro,183.7,525.53,0.15,5,918.5,6200
61275,2022-10-24,Muebles,Archivador Metálico,488,Tienda Física,Sur,63.3,183.22,0.1,5,316.52,4927
64113,2023-11-10,Tecnología,Teclado Mecánico,759,Online,Este,108.29,324.01,0.0,1,-108.29,5698
12736,2023-12-06,Tecnología,Teclado Mecánico,814,Tienda Física,Oeste,147.35,736.56,0.15,2,294.71,1059
82700,2024-12-07,Tecnología,Laptop Dell,235,Distribuidor,Este,220.36,708.39,0.15,5,1101.78,3204
46785,2024-11-06,Tecnología,Laptop Dell,599,Online,Sur,95.6,346.79,0.05,1,95.6,9507
94004,2022-12-22,Muebles,Estantería,675,Mayorista,Este,103.93,206.04,0.05,3,311.79,4627
74443,2022-01-25,Tecnología,Teclado Mecánico,816,Mayorista,Oeste,96.82,261.6,0.15,5,484.11,3726
80584,2023-01-10,Muebles,Mesa Reuniones,838,Mayorista,Oeste,252.38,617.74,0.2,4,1009.53,6800
87851,2023-02-06,Muebles,Escritorio Ejecutivo,631,Tienda Física,Oeste,193.98,262.53,0.0,1,193.98,3176
13815,2023-03-22,Muebles,Estantería,400,Mayorista,Oeste,182.4,563.9,0.15,1,182.4,9567
47098,2022-12-02,Oficina,Grapadora,388,Online,Oeste,25.81,60.88,0.0,3,77.42,3152
49131,2022-04-30,Tecnología,Monitor LG,895,Distribuidor,Oeste,272.82,550.83,0.0,5,1364.11,6595
96414,2022-02-04,Muebles,Mesa Reuniones,285,Online,Este,253.07,629.65,0.1,5,1265.37,7800
47717,2022-08-16,Muebles,Estantería,333,Distribuidor,Norte,294.06,420.01,0.1,5,1470.31,2634
89445,2022-04-20,Tecnología,Teclado Mecánico,235,Online,Este,176.28,624.92,0.0,3,528.83,7800
63596,2023-01-24,Tecnología,Teclado Mecánico,633,Online,Oeste,206.88,568.31,0.2,2,413.76,2403
56673,2023-10-24,Oficina,Calculadora,216,Mayorista,Oeste,13.18,34.14,0.15,1,13.18,7914
80667,2024-07-07,Oficina,Papel A4,732,Online,Sur,20.44,14.63,0.05,3,61.32,8512
34523,2024-07-30,Muebles,Mesa Reuniones,610,Tienda Física,Centro,245.02,379.55,0.0,2,490.03,6365
65886,2022-04-05,Oficina,Calculadora,574,Distribuidor,Sur,36.65,83.15,0.15,4,146.61,1653
23137,2024-06-30,Tecnología,Webcam HD,566,Online,Este,847.36,812.75,0.0,3,2542.07,8840
86731,2024-08-20,Oficina,Papel A4,745,Online,Oeste,40.84,52.04,0.2,2,81.69,5668
76384,2023-07-14,Oficina,Bolígrafos,404,Online,Norte,66.37,59.03,0.0,4,265.47,7910
99021,2022-03-14,Tecnología,Laptop Dell,564,Mayorista,Centro,330.23,650.0,0.0,1,330.23,1090
87668,2022-09-10,Muebles,Mesa Reuniones,659,Distribuidor,Centro,262.96,671.72,0.15,5,1314.78,1059
37281,2023-07-15,Oficina,Calculadora,993,Mayorista,Este,55.34,54.68,0.0,5,276.71,8481
44576,2023-02-12,Oficina,Calculadora,165,Distribuidor,Sur,10.15,24.16,0.0,1,10.15,5904
65468,2023-11-30,Muebles,Silla Ergonómica,349,Tienda Física,Este,134.26,547.79,0.0,2,268.51,3726
78786,2024-06-21,Tecnología,Webcam HD,112,Online,Centro,691.28,509.38,0.0,4,2765.14,7317
66234,2022-07-10,Muebles,Estantería,169,Tienda Física,Sur,438.82,488.91,0.15,4,1755.3,6308
61050,2022-10-27,Tecnología,Webcam HD,381,Online,Oeste,123.67,508.21,0.15,3,371.02,1127
77733,2024-02-15,Oficina,Bolígrafos,319,Online,Este,23.34,53.2,0.05,4,93.37,2607
12375,2023-10-14,Oficina,Grapadora,901,Online,Sur,45.92,48.71,0.05,2,91.84,6800
90046,2024-07-27,Oficina,Carpetas,878,Tienda Física,Norte,79.69,57.21,0.2,1,79.69,2413
45565,2024-07-30,Tecnología,Teclado Mecánico,165,Tienda Física,Centro,490.64,785.58,0.15,4,1962.55,4076
70827,2023-05-05,Muebles,Silla Ergonómica,624,Distribuidor,Norte,207.19,299.7,0.1,5,-1035.96,9507
69233,2024-08-14,Muebles,Escritorio Ejecutivo,851,Distribuidor,Norte,97.87,255.94,0.15,4,391.48,8109
41692,2024-02-27,Oficina,Calculadora,130,Tienda Física,Oeste,10.9,42.9,0.15,1,10.9,9138
20926,2022-12-19,Muebles,Mesa Reuniones,979,Mayorista,Sur,175.27,316.31,0.05,1,175.27,8505
76767,2022-10-14,Tecnología,Monitor LG,646,Tienda Física,Centro,114.35,348.79,0.0,3,343.06,1300
18689,2024-06-11,Muebles,Archivador Metálico,765,Tienda Física,Sur,507.81,599.47,0.05,4,2031.23,1142
17701,2022-05-01,Oficina,Bolígrafos,625,Distribuidor,Norte,83.67,51.82,0.15,1,83.67,2006
19371,2024-04-08,Muebles,Archivador Metálico,369,Mayorista,Este,127.36,424.62,0.0,5,636.81,3602
45324,2023-04-12,Oficina,Bolígrafos,147,Distribuidor,Este,74.56,91.42,0.05,3,223.69,6574
60182,2024-11-24,Muebles,Escritorio Ejecutivo,183,Tienda Física,Centro,225.0,505.32,0.0,2,450.0,8159
39937,2024-07-07,Muebles,Escritorio Ejecutivo,334,Mayorista,Sur,877.03,587.79,0.15,3,2631.09,7665
80315,2024-09-16,Muebles,Archivador Metálico,749,Mayorista,Centro,227.4,415.54,0.0,2,454.79,8306
71839,2024-08-14,Tecnología,Mouse Logitech,279,Tienda Física,Norte,359.97,802.35,0.0,2,719.94,2403
96995,2022-06-28,Muebles,Archivador Metálico,390,Online,Sur,332.22,623.94,0.05,4,1328.86,6560
59454,2023-10-24,Tecnología,Mouse Logitech,970,Mayorista,Este,88.3,276.36,0.15,5,441.51,7506
72589,2023-05-30,Oficina,Calculadora,372,Online,Norte,30.41,51.95,0.2,1,30.41,4616
48653,2024-12-10,Muebles,Archivador Metálico,892,Mayorista,Sur,339.28,629.37,0.1,2,678.57,5097
43725,2022-05-31,Tecnología,Teclado Mecánico,749,Mayorista,Este,226.76,624.18,0.1,4,907.05,1123
27800,2023-02-20,Muebles,Mesa Reuniones,825,Online,Sur,282.0,402.96,0.2,2,564.0,2440
78214,2023-11-11,Tecnología,Webcam HD,868,Distribuidor,Norte,370.89,825.21,0.05,3,1112.68,9064
97892,2024-10-10,Oficina,Bolígrafos,111,Online,Oeste,37.16,72.39,0.15,1,37.16,2413
58124,2024-07-31,Oficina,Bolígrafos,571,Tienda Física,Este,8.23,7.57,0.05,5,41.13,4366
31411,2023-01-20,Oficina,Papel A4,308,Online,Oeste,18.32,43.98,0.05,1,18.32,6916
78196,2022-07-05,Tecnología,Webcam HD,396,Distribuidor,Centro,177.99,327.83,0.0,5,889.97,6187
93331,2023-02-20,Oficina,Carpetas,945,Tienda Física,Este,66.16,83.6,0.0,5,330.78,5520
45735,2022-08-30,Oficina,Papel A4,517,Distribuidor,Centro,59.54,99.82,0.0,1,59.54,3845
92985,2023-07-03,Oficina,Papel A4,834,Online,Oeste,33.12,58.36,0.05,2,66.24,6377
97740,2024-05-27,Oficina,Carpetas,768,Online,Centro,42.6,68.63,0.1,5,213.01,4585
88745,2023-01-20,Tecnología,Teclado Mecánico,816,Mayorista,Centro,232.84,595.37,0.1,1,232.84,5134
78345,2022-10-08,Oficina,Calculadora,253,Online,Este,18.34,34.66,0.1,4,73.34,2985
93873,2024-11-09,Tecnología,Laptop Dell,547,Distribuidor,Oeste,398.16,562.59,0.2,5,1990.81,7612
89797,2023-02-03,Oficina,Papel A4,228,Distribuidor,Oeste,24.48,30.25,0.2,1,24.48,2860
18958,2024-05-27,Tecnología,Laptop Dell,908,Tienda Física,Norte,93.11,158.49,0.2,4,372.44,6798
17407,2022-12-13,Oficina,Papel A4,275,Distribuidor,Centro,6.56,27.51,0.1,5,32.82,1094
75328,2023-07-27,Tecnología,Mouse Logitech,419,Distribuidor,Este,407.73,610.32,0.2,3,1223.19,6377
94365,2024-05-04,Tecnología,Webcam HD,101,Mayorista,Este,220.62,388.25,0.0,4,882.47,2507
84394,2024-10-09,Tecnología,Monitor LG,887,Online,Oeste,206.6,688.93,0.0,5,1033.0,9631
41162,2022-07-24,Muebles,Silla Ergonómica,318,Distribuidor,Sur,187.18,268.78,0.1,1,-187.18,8055
61771,2022-01-19,Muebles,Estantería,267,Mayorista,Este,109.28,478.09,0.15,3,327.83,9136
75494,2023-01-22,Tecnología,Monitor LG,116,Distribuidor,Sur,393.38,391.78,0.05,4,1573.53,3580
29896,2024-09-06,Tecnología,Laptop Dell,173,Tienda Física,Este,283.47,739.27,0.0,3,850.4,3533
78149,2024-02-15,Muebles,Archivador Metálico,161,Distribuidor,Centro,278.46,688.45,0.0,3,835.37,3927
81737,2024-07-17,Muebles,Estantería,154,Distribuidor,Oeste,214.88,629.52,0.15,4,859.54,6099
65012,2022-07-18,Muebles,Escritorio Ejecutivo,107,Mayorista,Centro,469.38,705.1,0.05,1,469.38,8312
64212,2024-07-10,Muebles,Estantería,424,Mayorista,Centro,472.43,274.45,0.05,2,944.86,2606
70156,2024-08-15,Muebles,Silla Ergonómica,205,Tienda Física,Centro,222.99,505.3,0.0,3,668.98,7437
60206,2023-06-15,Oficina,Bolígrafos,463,Distribuidor,Este,66.83,43.9,0.05,2,133.66,6628
